"Timestamp","Which course are you enrolled in?","How did you hear about County College of Morris? [CCM Web site]","How did you hear about County College of Morris? [Social Media]","How did you hear about County College of Morris? [Community Event]","How did you hear about County College of Morris? [Family member or friend]","How did you hear about County College of Morris? [Current CCM student]","How did you hear about County College of Morris? [CCM Alumni]","How did you hear about County College of Morris? [High School Teacher]","How did you hear about County College of Morris? [High School Counselor]","How did you hear about County College of Morris? [In-app advertisement]","How did you hear about County College of Morris? [Employer]","How did you hear about County College of Morris? [Billboard]","How did you hear about County College of Morris? [Television]","How did you hear about County College of Morris? [Radio]","How did you hear about County College of Morris? [Home mailer]","How did you hear about County College of Morris? [Other]","To what extent did the following impact your decision to attend County College of Morris? [Affordable cost]","To what extent did the following impact your decision to attend County College of Morris? [Location/convenience]","To what extent did the following impact your decision to attend County College of Morris? [Choice of programs]","To what extent did the following impact your decision to attend County College of Morris? [Online offerings]","To what extent did the following impact your decision to attend County College of Morris? [Family/friend referral]","To what extent did the following impact your decision to attend County College of Morris? [Faculty/staff]","To what extent did the following impact your decision to attend County College of Morris? [College reputation]","To what extent did the following impact your decision to attend County College of Morris? [Financial Aid]","To what extent did the following impact your decision to attend County College of Morris? [Scholarships]","To what extent did the following impact your decision to attend County College of Morris? [Small class sizes]","To what extent did the following impact your decision to attend County College of Morris? [Extra-curricular opportunities]","To what extent did the following impact your decision to attend County College of Morris? [Accepted my transfer credits]","To what extent did the following impact your decision to attend County College of Morris? [Negative experience at another college]","To what extent did the following impact your decision to attend County College of Morris? [NJ Stars Program]","To what extent did the following impact your decision to attend County College of Morris? [Ability to transfer CCM credits to a 4-year school]","To what extent did the following impact your decision to attend County College of Morris? [Get college credit while in high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Titans Tuesday (Virtual) Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [HS Sharetime Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Challenger Program]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [CyberSecurity Information Protection Program Participation ]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Information Session at my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit with my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit (individual)]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Workforce Development class]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Corporate Training]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Teen Arts Festival]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Summer camp at CCM]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Hour of Code]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing related club]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Computing-related competitions (e.g., Robotics competition, Lego competition, Cybersecurity, Programming)]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Afterschool computing-related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Summer computing related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [An AP computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [A dual enrollment computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend influence]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend working in the computing field]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [High school teacher or guidance counselor]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Employer influence]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Current CCM student]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Experience at work]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Other]","What degree program are you currently enrolled in?","What motivated you to seek a computing degree/certificate at CCM?  [To get a job in the computing field]","What motivated you to seek a computing degree/certificate at CCM?  [Transfer to bachelor's level program]","What motivated you to seek a computing degree/certificate at CCM?  [Transfer credits back to HS degree (ShareTime, Challenger Program)]","What motivated you to seek a computing degree/certificate at CCM?  [Career Advancement]","What motivated you to seek a computing degree/certificate at CCM?  [Career Change]","What motivated you to seek a computing degree/certificate at CCM?  [Professional Development]","What motivated you to seek a computing degree/certificate at CCM?  [Job Displacement]","What motivated you to seek a computing degree/certificate at CCM?  [Relocation]","What motivated you to seek a computing degree/certificate at CCM?  [To keep current in tech industry]","What motivated you to seek a computing degree/certificate at CCM?  [IT Industry Certifications]","What motivated you to seek a computing degree/certificate at CCM?  [Financial]","What motivated you to seek a computing degree/certificate at CCM?  [Personal Enrichment]","Did you receive information about the CCM computing programs from any of the following sources? [High school guidance counselor]","Did you receive information about the CCM computing programs from any of the following sources? [High School Teacher]","Did you receive information about the CCM computing programs from any of the following sources? [CCM Information Technologies Website]","Did you receive information about the CCM computing programs from any of the following sources? [CCM Admissions]","Did you receive information about the CCM computing programs from any of the following sources? [CCM advisor/counselor]","Did you receive information about the CCM computing programs from any of the following sources? [Employer]","Did you receive information about the CCM computing programs from any of the following sources? [CCM Workforce Development]","Did you receive information about the CCM computing programs from any of the following sources? [NJ Workforce Development Program]","Did you receive information about the CCM computing programs from any of the following sources? [Other]","Was a computing major/certificate your first choice, or did you change majors from a different CCM program? If you changed majors, indicate what your first major was.","On a scale of 1 to 5, with 1 being not at all interested and 5 being extremely interested, how interested are you in taking more computing classes?","Please explain your answer to the question above.  Why or why not would you be interested in taking another computing class?","Gender","Race/ethnicity","Age"
"2022/10/17 1:07:41 PM EST","CMP 131 Fundamentals of Programming (Python)","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Some Impact","High Impact","High Impact","High Impact","High Impact","No Impact","No Impact","High Impact","High Impact","High Impact","High Impact","No Impact","No Impact","No Impact","High Impact","High Impact","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","High Impact","High Impact","No Impact","No Impact","High Impact","No Impact","Computer Science","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Business","","","Man","Black/African American","18 and younger"
"2022/10/17 1:07:50 PM EST","CMP 131 Fundamentals of Programming (Python)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","No Impact","No Impact","Some Impact","No Impact","Some Impact","Some Impact","High Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","Computer Science","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","First Choice","","","Man","White/Caucasian","21-24"
"2022/10/17 1:08:40 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","High Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","High Impact","High Impact","No Impact","No Impact","High Impact","No Impact","Some Impact","High Impact","No Impact","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Political Science ","","","","","","","","","","","","","","","","","","","","","","","2","Does not really pertain to my major ","Man","Hispanic or Latino","19-20"
"2022/10/17 1:08:43 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Don't recall","Some Impact","High Impact","Some Impact","Some Impact","Some Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","No Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","Some Impact","N/A","Engineering Science","","","","","","","","","","","","","","","","","","","","","","","5","I am a computer engineering major so naturally I am interested in programming.","Man","Hispanic or Latino","21-24"
"2022/10/17 1:11:02 PM EST","CMP 130 Intro to IT","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","High Impact","High Impact","High Impact","No Impact","No Impact","N/A","Some Impact","Some Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","High Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","Information Technology","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Business","","","Man","White/Caucasian","18 and younger"
"2022/10/17 1:11:17 PM EST","CMP 131 Fundamentals of Programming (Python)","Don't recall","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","High Impact","High Impact","Some Impact","N/A","N/A","No Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","N/A","N/A","N/A","High Impact","N/A","No","No","No","Yes","No","Not Sure","No","No","No","Not Sure","No","No","No","No","No","No","No","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","High Impact","N/A","N/A","N/A","N/A","Information Technology","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Don't recall","No","No","No","No","No","No","First Choice","","","Man","White/Caucasian","19-20"
"2022/10/17 1:12:01 PM EST","CMP 131 Fundamentals of Programming (Python)","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Some Impact","High Impact","No Impact","Some Impact","High Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No","No","No","No","No","No","No","No","No","Not Sure","No","Yes","No","No","No","No","No","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","High Impact","High Impact","No Impact","No Impact","High Impact","No Impact","No Impact","Information Technology","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Yes","Don't recall","Don't recall","No","No","No","No","No","No","No","First Choice","","","Man","White/Caucasian","18 and younger"
"2022/10/17 1:15:56 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","High Impact","High Impact","High Impact","No Impact","High Impact","Some Impact","High Impact","Some Impact","No Impact","High Impact","No Impact","N/A","N/A","No Impact","High Impact","N/A","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","High Impact","No Impact","High Impact","No Impact","No Impact","No Impact","No Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","N/A","Information Technology","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","First Choice","","","Man","White/Caucasian","19-20"
"2022/10/17 1:16:06 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","High Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Information Technology","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","First Choice","","","Man","Hispanic or Latino","18 and younger"
"2022/10/17 2:06:57 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","High Impact","High Impact","High Impact","No Impact","Some Impact","Some Impact","High Impact","Some Impact","No Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No Impact","N/A","No Impact","No Impact","No Impact","No Impact","High Impact","Business Admin","","","","","","","","","","","","","","","","","","","","","","","5","I want to switch my major to computer science and pursue a degree/ career in comp sci","Man","White/Caucasian","25-34"
"2022/10/17 2:13:21 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","High Impact","Some Impact","No Impact","No Impact","High Impact","No Impact","Some Impact","N/A","N/A","High Impact","Some Impact","N/A","N/A","N/A","High Impact","N/A","No","No","No","Not Sure","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Some Impact","Some Impact","Some Impact","N/A","N/A","N/A","N/A","High Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","N/A","Computer Science","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Don't recall","Don't recall","No","No","No","No","LIberal Arts","","","Woman","White/Caucasian","19-20"
"2022/10/17 7:11:51 PM EST","CMP 128 Computer Science I","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","High Impact","High Impact","Some Impact","High Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","Some Impact","High Impact","Some Impact","No Impact","High Impact","No Impact","No Impact","Computer Science","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Don't recall","Yes","Yes","No","No","No","No","First Choice","","","Man","Asian;White/Caucasian","19-20"
"2022/10/17 11:14:55 PM EST","CMP 128 Computer Science I","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","Some Impact","High Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Mechanical engineering tech","","","","","","","","","","","","","","","","","","","","","","","4","Well help me in my field of engineering and using robotics.","Man","White/Caucasian","21-24"
"2022/10/18 6:21:58 AM EST","CMP 128 Computer Science I","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","High Impact","High Impact","High Impact","N/A","Some Impact","N/A","N/A","Some Impact","N/A","N/A","Some Impact","N/A","N/A","No Impact","High Impact","No Impact","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","Computer Science","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Don't recall","Don't recall","No","Don't recall","Don't recall","No","First Choice","","","Man","Hispanic or Latino","18 and younger"
"2022/10/18 12:36:43 PM EST","CMP 128 Computer Science I","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","High Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","Computer Science","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","First Choice","","","Man","White/Caucasian","19-20"
"2022/10/18 12:47:31 PM EST","CMP 128 Computer Science I","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Some Impact","Some Impact","Some Impact","High Impact","Some Impact","No Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","High Impact","Some Impact","No Impact","No Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Computer Science","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Business","","","Man","White/Caucasian","21-24"
"2022/10/18 1:12:20 PM EST","CMP 130 Intro to IT","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","High Impact","No Impact","No Impact","High Impact","No Impact","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","Some Impact","No Impact","High Impact","High Impact","High Impact","No Impact","Some Impact","Some Impact","Some Impact","No Impact","High Impact","No Impact","Information Technology","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","First Choice","","","Man","White/Caucasian","21-24"
"2022/10/18 1:12:35 PM EST","CMP 130 Intro to IT","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","Information Technology","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","First Choice","","","Man","Asian","18 and younger"
"2022/10/18 1:15:02 PM EST","CMP 130 Intro to IT","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","N/A","High Impact","N/A","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","High Impact","No Impact","High Impact","No Impact","No Impact","No Impact","Computer Science","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Science","","","Woman","Asian","19-20"
"2022/10/18 2:36:27 PM EST","CMP 131 Fundamentals of Programming (Python)","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","High Impact","Some Impact","High Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","Some Impact","N/A","N/A","N/A","High Impact","High Impact","No","No","Not Sure","No","No","No","No","Yes","No","No","No","Not Sure","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","Computer Science","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","First Choice","","","Non-binary","White/Caucasian","19-20"
"2022/10/18 2:37:56 PM EST","CMP 131 Fundamentals of Programming (Python)","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","High Impact","N/A","N/A","N/A","N/A","N/A","Computer Science","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Engineering","","","Woman","Asian","21-24"
"2022/10/18 2:38:52 PM EST","CMP 130 Intro to IT","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Don't recall","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","N/A","N/A","High Impact","Some Impact","High Impact","High Impact","High Impact","N/A","N/A","High Impact","N/A","No","No","No","No","No","Not Sure","No","No","No","No","No","Yes","No","No","No","No","No","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","Some Impact","N/A","High Impact","No Impact","Some Impact","No Impact","No Impact","Computer Science","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","First Choice","","","Man","Hispanic or Latino","18 and younger"
"2022/10/18 2:40:21 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Don't recall","Some Impact","High Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","N/A","Yes","No","Not Sure","Not Sure","No","Not Sure","Not Sure","No","No","No","No","No","No","No","No","No","No","Some Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","High Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Information Technology","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Don't recall","First Choice","","","Man","Asian","18 and younger"
"2022/10/18 2:41:14 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","High Impact","Some Impact","Some Impact","Some Impact","High Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","High Impact","Some Impact","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","Information Technology","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","First Choice","","","Man","Hispanic or Latino","18 and younger"
"2022/10/18 2:41:21 PM EST","CMP 131 Fundamentals of Programming (Python)","Yes","Yes","Don't recall","Yes","Don't recall","Yes","Yes","Don't recall","Don't recall","No","No","No","No","Don't recall","Don't recall","High Impact","High Impact","High Impact","No Impact","No Impact","Some Impact","Some Impact","High Impact","High Impact","High Impact","Some Impact","N/A","N/A","N/A","High Impact","N/A","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Some Impact","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","N/A","Computer Science","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Don't recall","Yes","Yes","Yes","Don't recall","No","Don't recall","Don't recall","No","LIberal Arts","","","Woman","White/Caucasian","25-34"
"2022/10/18 2:42:33 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","Yes","No","Don't recall","Yes","Yes","No","No","No","No","No","No","No","High Impact","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","N/A","Not Sure","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Some Impact","Computer Science","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Don't recall","Don't recall","Don't recall","Don't recall","Yes","No","No","No","No","First Choice","","","Man","Choose not to reply","19-20"
"2022/10/18 2:43:06 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","High Impact","High Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","Information Technology","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Engineering","","","Man","Hispanic or Latino","18 and younger"
"2022/10/18 2:44:09 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Computer Science","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","First Choice","","","Non-binary","Asian","19-20"
"2022/10/18 2:44:21 PM EST","CMP 131 Fundamentals of Programming (Python)","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","High Impact","Some Impact","No Impact","No Impact","High Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","High Impact","No Impact","No Impact","No Impact","Some Impact","High Impact","No Impact","High Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Computer Science","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","First Choice","","","Man","White/Caucasian","19-20"
